,Date,XLY_return_Adj Close,XLP_return_Adj Close,XLE_return_Adj Close,XLF_return_Adj Close,XLV_return_Adj Close,XLI_return_Adj Close,XLB_return_Adj Close,XLK_return_Adj Close,XTL_return_Adj Close,XLU_return_Adj Close,IEI_return_Adj Close,LQD_return_Adj Close,SPHY_return_Adj Close,GLD_return_Adj Close,BIL_return_Adj Close,GSG_return_Adj Close,UUP_return_Adj Close,VWO_return_Adj Close,EEM_return_Adj Close,VNQ_return_Adj Close,SPY_return_Adj Close
0,2010-02-02 00:00:00,0.014002845519048623,0.014393856751214075,0.013143825132715392,0.009708790191468308,0.02066110634789964,0.01907160690630927,0.003191000280919898,0.0099053831146807,,0.008075076854280105,0.0004477231205204379,0.0031573650051310853,,0.007198881313165596,-0.0002181322593191037,0.026209700290543703,-0.003426122608556903,0.004829381387212672,0.008140680564290959,0.013708401197667364,0.012103065176479522
1,2010-02-03 00:00:00,0.0006735146246865664,-0.007094853704567417,-0.008590485906906031,-0.010989222158551248,-0.013391512312423193,-0.006002855754141612,-0.011450587990700978,0.0023352925833910465,,-0.00700942884818756,-0.0021491259564467846,-0.0010485437508683804,,-0.003940257637661704,0.0004360107545831049,-0.0036018535381128203,0.0055864627012156545,-0.0027826450528339874,-0.005803840785013503,-0.01627332258551628,-0.004982192806811114
2,2010-02-04 00:00:00,-0.028946256974971333,-0.020308251890392537,-0.04102551192693382,-0.04305524124757032,-0.025252526708343104,-0.02948490239823065,-0.037323006355027936,-0.027958640926851963,,-0.026218547214882367,0.005742841567846879,-9.624912913042127e-05,,-0.039834354399493684,0.0,-0.04107788325547235,0.006410296311337493,-0.04566221000378645,-0.045177714511498664,-0.037045550174020885,-0.03086630739112684
3,2010-02-05 00:00:00,-0.002773112687750379,-0.002686898415678041,0.0001842306669934679,0.011610721439561544,-0.0016190648059890569,-0.0043924904173995305,0.01871671334542491,0.01006683207485315,,-0.0017258893648243179,0.002320175147341841,-0.0030550933330907304,,0.0029701786953713056,0.0,-0.0195339166848163,0.004246366484010888,-0.00186079164720665,-0.01116408919626477,0.018388507619759853,0.002067050529447778
4,2010-02-06 00:00:00,,,,,,,,,,,,,,,,,,,,,
5,2010-02-07 00:00:00,,,,,,,,,,,,,,,,,,,,,
6,2010-02-08 00:00:00,-0.006256777547145598,-0.0011547962333583461,-0.009218428056967154,-0.020085931891383857,-0.004865367482826177,-0.011029760375422805,-0.016076141518424958,-0.004271678815499279,,-0.011410678256676632,-0.0010682497736641539,0.0009576821418382232,,-0.006113864996012963,0.0,0.007340058720469722,-0.00042295762733590697,-0.018641815308312104,-0.009946214175162059,-0.021858169161723676,-0.0072192699230978485
7,2010-02-09 00:00:00,0.01539028811551191,0.01194581807195716,0.02102713903125464,0.010248689235947905,0.007822543853311048,0.019331437805895524,0.02434148557928051,0.00857979358595373,,0.010143360674542691,-0.00213886335345348,-0.0022963016748702714,,0.01316803858637372,0.0,0.0197779216120737,-0.0063451339208177035,0.030665129782281312,0.032581723757828314,-0.003157536063369659,0.01256028418577948
8,2010-02-10 00:00:00,-0.004133801317748764,-0.0011424834302548035,-0.00419180286253984,0.007971281442394673,-0.006144487150180678,-0.0014589380745041458,-0.006835781295572052,-0.002835246885067089,,-0.004501507176626896,-0.0027682538072996143,-0.0077675765989723145,,-0.0027511707186439467,0.0,0.002381752170055318,0.0029799484653176837,-0.0031594868138195014,-0.0026293010030536967,0.0019492700768426465,-0.0019587355970952514
9,2010-02-11 00:00:00,0.011760735805379952,0.008006147776388639,0.017021109095603615,0.002156512579908787,0.0068335593257611285,0.014974501822035746,0.01704378374135973,0.010426355105369156,,0.0059131007541357574,0.000268903135768106,0.002319711595088592,,0.019120951810489784,0.0,0.013577784735564924,-0.0004244063032021739,0.024563598580727986,0.02636418337485713,0.009484544247959192,0.010466683355806472
